,combination,driver,cost,unique_coverage,value,unique_courses
89,6,Lakitu (Party Time),2,6,0.3333333333333333,"{'N64 Kalimari Desert', 'SNES Mario Circuit 3R', 'RMX Rainbow Road 2R', 'DS Waluigi Pinball', 'DS Waluigi Pinball R', 'SNES Mario Circuit 3T'}"
93,6,Cat Toad,2,5,0.4,"{'RMX Choco Island 1R/T', 'N64 Choco Mountain R/T', 'MKT Ninja Hideaway', 'RMX Vanilla Lake 1T', 'RMX Choco Island 1T'}"
90,6,Shy Guy (Gold),2,4,0.5,"{'Wii DK Summit T', 'DS Airship Fortress T', 'GBA Sunset Wilds', '3DS Shy Guy Bazaar T'}"
98,6,Peach (Halloween),2,4,0.5,"{""DS Luigi's Mansion R"", ""DS Luigi's Mansion T"", 'N64 Frappe Snowland R', 'MKT Ninja Hideaway T'}"
99,6,Cat Peach,2,4,0.5,"{'RMX Rainbow Road 1', 'RMX Vanilla Lake 1R', ""3DS Rosalina's Ice World T"", 'RMX Choco Island 2'}"
96,6,Peach (Happi),2,3,0.6666666666666666,"{'SNES Mario Circuit 1', 'GBA Cheep-Cheep Island', 'DS DK Pass R/T'}"
94,6,Black Shy Guy,2,2,1.0,"{""DS Luigi's Mansion R/T"", 'DS DK Pass R'}"
112,7,Shy Guy (Ninja),2,21,0.09523809523809523,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', ""GBA Bowser's Castle 1R"", 'Wii DK Summit T', 'N64 Kalimari Desert T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City T', 'Wii DK Summit R', '3DS Neo Bowser City R', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 2"", 'SNES Choco Island 2T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', ""GBA Bowser's Castle 1"", 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
105,7,King Bob-omb (Gold),2,17,0.11764705882352941,"{'SNES Koopa Troopa Beach 2', 'N64 Choco Mountain T', 'SNES Choco Island 2R/T', 'N64 Kalimari Desert 2R', 'RMX Rainbow Road 2R', 'DS Airship Fortress T', 'DS Airship Fortress', 'RMX Choco Island 2', 'N64 Kalimari Desert 2T', '3DS Rainbow Road', 'DS Airship Fortress R/T', 'RMX Choco Island 2R', 'SNES Donut Plains 2', 'RMX Rainbow Road 2T', 'SNES Donut Plains 2R', ""GBA Bowser's Castle 2R/T"", 'SNES Vanilla Lake 1R/T'}"
107,7,Bowser (Santa),2,14,0.14285714285714285,"{'N64 Royal Raceway', 'MKT Merry Mountain R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain', ""GBA Bowser's Castle 2R""}"
102,7,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
115,7,Peach (Explorer),2,8,0.25,"{'GCN Dino Dino Jungle R', 'N64 Kalimari Desert', 'Wii DK Summit', 'N64 Royal Raceway T', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GBA Cheep-Cheep Island R', 'GBA Sunset Wilds R/T'}"
114,7,Builder Toad,2,6,0.3333333333333333,"{'3DS Toad Circuit T', 'RMX Choco Island 1', '3DS Cheep Cheep Lagoon T', 'MKT Merry Mountain T', '3DS Toad Circuit R/T', 'N64 Royal Raceway R/T'}"
106,7,Birdo (Black),2,5,0.4,"{'SNES Choco Island 2R', 'GBA Cheep-Cheep Island T', 'GBA Sunset Wilds R', 'RMX Vanilla Lake 1T', 'MKT Ninja Hideaway R/T'}"
108,7,Dry Bowser (Gold),2,5,0.4,"{'3DS Neo Bowser City', 'RMX Rainbow Road 1R', 'N64 Kalimari Desert R', ""DS Luigi's Mansion T"", 'RMX Rainbow Road 1'}"
109,7,Ice Mario,2,5,0.4,"{'SNES Vanilla Lake 1T', 'RMX Mario Circuit 1', 'SNES Mario Circuit 1R/T', 'SNES Koopa Troopa Beach 2R', 'SNES Rainbow Road'}"
110,7,Baby Peach (Cherub),2,5,0.4,"{'SNES Rainbow Road R/T', 'SNES Choco Island 2', 'DS DK Pass T', 'SNES Donut Plains 1R', 'SNES Choco Island 1R'}"
118,7,Luigi (Classic),2,5,0.4,"{'N64 Frappe Snowland R', 'SNES Mario Circuit 2T', ""DS Luigi's Mansion R/T"", 'SNES Mario Circuit 2R', 'SNES Mario Circuit 3T'}"
103,7,Dixie Kong,2,4,0.5,"{'RMX Choco Island 1R/T', 'SNES Donut Plains 1', 'SNES Donut Plains 1T', '3DS Cheep Cheep Lagoon'}"
113,7,Peach (Vacation),2,4,0.5,"{'N64 Koopa Troopa Beach', 'SNES Mario Circuit 3', 'N64 Koopa Troopa Beach R/T', '3DS Cheep Cheep Lagoon R/T'}"
116,7,Black Yoshi,2,4,0.5,"{'3DS Toad Circuit', '3DS Daisy Hills R/T', 'N64 Choco Mountain', 'SNES Ghost Valley 1'}"
111,7,Dry Bowser,2,3,0.6666666666666666,"{""GBA Bowser's Castle 1R/T"", 'RMX Mario Circuit 1T', ""GBA Bowser's Castle 2T""}"
117,7,Penguin Luigi,2,3,0.6666666666666666,"{'3DS Rock Rock Mountain', 'RMX Mario Circuit 1R', 'DS DK Pass'}"
104,7,Peach,2,2,1.0,"{'N64 Koopa Troopa Beach R', 'SNES Mario Circuit 3R/T'}"
125,8,Dry Bones (Gold),2,19,0.10526315789473684,"{'SNES Rainbow Road', 'RMX Rainbow Road 1R', 'N64 Kalimari Desert 2R', ""GBA Bowser's Castle 2T"", 'DS Airship Fortress R/T', ""GBA Bowser's Castle 1R"", 'N64 Kalimari Desert 2', 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'SNES Ghost Valley 1R/T', ""GBA Bowser's Castle 1R/T"", 'SNES Koopa Troopa Beach 2', 'SNES Rainbow Road R', ""GBA Bowser's Castle 2"", '3DS Neo Bowser City R/T', 'SNES Vanilla Lake 1R/T', ""GBA Bowser's Castle 1"", '3DS Rainbow Road R/T', ""GBA Bowser's Castle 2R/T""}"
122,8,Bowser (Santa),2,16,0.125,"{'DS Waluigi Pinball T', 'N64 Royal Raceway', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain'}"
119,8,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
121,8,Birdo (Black),2,8,0.25,"{'GCN Yoshi Circuit', 'N64 Choco Mountain R/T', 'GBA Cheep-Cheep Island T', 'RMX Choco Island 2T', 'RMX Vanilla Lake 1T', 'RMX Rainbow Road 2T', 'RMX Choco Island 1T', ""3DS Rosalina's Ice World R""}"
131,8,Peach (Explorer),2,8,0.25,"{'GCN Dino Dino Jungle R', 'N64 Kalimari Desert', 'GCN Dino Dino Jungle T', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'RMX Vanilla Lake 1', 'GCN Yoshi Circuit R'}"
129,8,Peach (Vacation),2,7,0.2857142857142857,"{'N64 Koopa Troopa Beach T', 'GCN Yoshi Circuit R/T', 'N64 Koopa Troopa Beach', 'N64 Royal Raceway R', '3DS Daisy Hills T', '3DS Cheep Cheep Lagoon R/T', '3DS Mario Circuit'}"
124,8,Wario (Cowboy),2,6,0.3333333333333333,"{'3DS Neo Bowser City R', 'RMX Choco Island 2', 'MKT Ninja Hideaway', 'SNES Donut Plains 1R', 'MKT Merry Mountain T', ""DS Luigi's Mansion T""}"
128,8,Funky Kong,2,6,0.3333333333333333,"{'3DS Neo Bowser City', 'SNES Vanilla Lake 1T', '3DS Rock Rock Mountain T', 'RMX Choco Island 2R', '3DS Neo Bowser City T', '3DS Cheep Cheep Lagoon'}"
133,8,White Yoshi,2,6,0.3333333333333333,"{'RMX Choco Island 1R/T', '3DS Toad Circuit', 'SNES Mario Circuit 3T', 'GCN Yoshi Circuit T', 'N64 Royal Raceway R/T', 'SNES Donut Plains 2R'}"
135,8,Mario (Chef),2,6,0.3333333333333333,"{'SNES Choco Island 2', 'N64 Choco Mountain', 'SNES Choco Island 1T', 'RMX Choco Island 1', ""DS Luigi's Mansion"", 'Wii DK Summit R'}"
130,8,Rosalina (Aurora),2,5,0.4,"{'RMX Rainbow Road 2R', 'N64 Frappe Snowland R', 'N64 Frappe Snowland R/T', '3DS Rainbow Road', 'RMX Rainbow Road 1'}"
132,8,Penguin Luigi,2,5,0.4,"{""3DS Rosalina's Ice World T"", '3DS Mario Circuit R/T', ""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R'}"
123,8,Shy Guy (Gold),2,4,0.5,"{'SNES Rainbow Road R/T', 'Wii DK Summit T', 'SNES Choco Island 1R', '3DS Shy Guy Bazaar T'}"
127,8,Toad (Party Time),2,4,0.5,"{'N64 Koopa Troopa Beach R', '3DS Toad Circuit T', 'SNES Mario Circuit 1R/T', 'SNES Choco Island 2R/T'}"
134,8,Daisy (Yukata),2,4,0.5,"{'3DS Daisy Hills', 'RMX Vanilla Lake 1R', '3DS Daisy Hills R/T', 'MKT Ninja Hideaway T'}"
126,8,Mario (Classic),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', 'RMX Mario Circuit 1T'}"
120,8,Wario,2,2,1.0,"{'SNES Choco Island 2T', 'DS DK Pass T'}"
145,9,Shy Guy (Ninja),2,19,0.10526315789473684,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', 'Wii DK Summit R', '3DS Neo Bowser City T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
138,9,Bowser (Santa),2,15,0.13333333333333333,"{'DS Waluigi Pinball T', 'N64 Royal Raceway', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain'}"
139,9,Dry Bones (Gold),2,15,0.13333333333333333,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'N64 Kalimari Desert 2R', 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', 'SNES Vanilla Lake 1R/T'}"
136,9,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
137,9,Birdo (Black),2,7,0.2857142857142857,"{""3DS Rosalina's Ice World R"", 'GCN Yoshi Circuit', 'N64 Choco Mountain R/T', 'GBA Cheep-Cheep Island T', 'RMX Vanilla Lake 1T', 'RMX Choco Island 1T', 'MKT Ninja Hideaway R/T'}"
148,9,Peach (Explorer),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'N64 Kalimari Desert', 'GCN Yoshi Circuit R', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GCN Dino Dino Jungle T'}"
140,9,Wario (Cowboy),2,5,0.4,"{'DS Airship Fortress T', 'RMX Choco Island 2', ""DS Luigi's Mansion R/T"", 'MKT Merry Mountain T', ""DS Luigi's Mansion T""}"
144,9,Funky Kong,2,5,0.4,"{'3DS Neo Bowser City', 'SNES Vanilla Lake 1T', '3DS Rock Rock Mountain T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon'}"
146,9,Peach (Vacation),2,5,0.4,"{'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach', 'N64 Royal Raceway R', '3DS Daisy Hills T', '3DS Cheep Cheep Lagoon R/T'}"
149,9,Penguin Luigi,2,5,0.4,"{""3DS Rosalina's Ice World T"", '3DS Mario Circuit R/T', ""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R'}"
151,9,Daisy (Yukata),2,5,0.4,"{'3DS Daisy Hills R/T', 'N64 Kalimari Desert R', '3DS Daisy Hills', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R'}"
143,9,Toad (Party Time),2,4,0.5,"{'N64 Koopa Troopa Beach R', '3DS Toad Circuit T', 'SNES Mario Circuit 1R/T', 'SNES Choco Island 2R/T'}"
147,9,Rosalina (Aurora),2,4,0.5,"{'3DS Rainbow Road', 'N64 Frappe Snowland R', 'RMX Rainbow Road 1', 'RMX Rainbow Road 2R'}"
150,9,White Yoshi,2,4,0.5,"{'SNES Mario Circuit 3T', 'RMX Choco Island 1R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit'}"
141,9,Baby Peach (Cherub),2,3,0.6666666666666666,"{'SNES Rainbow Road R/T', 'SNES Choco Island 1R', 'DS DK Pass T'}"
142,9,Mario (Classic),2,3,0.6666666666666666,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', 'RMX Mario Circuit 1T'}"
152,9,Mario (Chef),2,2,1.0,"{'N64 Choco Mountain', 'RMX Choco Island 1'}"
163,10,Shy Guy (Ninja),2,19,0.10526315789473684,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', 'Wii DK Summit R', '3DS Neo Bowser City T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
155,10,Bowser (Santa),2,13,0.15384615384615385,"{'DS Waluigi Pinball T', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar', 'MKT Merry Mountain'}"
156,10,Dry Bones (Gold),2,13,0.15384615384615385,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', 'SNES Vanilla Lake 1R/T'}"
158,10,Pink Gold Peach,2,12,0.16666666666666666,"{'SNES Rainbow Road R/T', 'N64 Choco Mountain', 'GCN Yoshi Circuit R/T', 'N64 Royal Raceway R', 'N64 Royal Raceway T', 'RMX Choco Island 1', 'RMX Choco Island 2R', '3DS Mario Circuit', ""DS Luigi's Mansion T"", 'SNES Mario Circuit 3T', 'DS DK Pass T', 'DS Waluigi Pinball R/T'}"
153,10,Mario (Hakama),2,11,0.18181818181818182,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
154,10,Birdo (Black),2,8,0.25,"{""3DS Rosalina's Ice World R"", 'GCN Yoshi Circuit', 'N64 Choco Mountain R/T', 'SNES Choco Island 2R', 'GBA Cheep-Cheep Island T', 'RMX Vanilla Lake 1T', 'RMX Choco Island 1T', 'MKT Ninja Hideaway R/T'}"
166,10,Peach (Explorer),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'N64 Kalimari Desert', 'GCN Yoshi Circuit R', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GCN Dino Dino Jungle T'}"
157,10,Wario (Cowboy),2,5,0.4,"{'DS Airship Fortress T', 'RMX Choco Island 2', ""DS Luigi's Mansion R/T"", 'SNES Donut Plains 1', 'MKT Merry Mountain T'}"
167,10,Penguin Luigi,2,5,0.4,"{""3DS Rosalina's Ice World T"", '3DS Mario Circuit R/T', ""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R'}"
169,10,Daisy (Yukata),2,5,0.4,"{'3DS Daisy Hills R/T', 'N64 Kalimari Desert R', '3DS Daisy Hills', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R'}"
160,10,Mario (Classic),2,4,0.5,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', 'RMX Mario Circuit 1T', 'SNES Donut Plains 1T'}"
161,10,Toad (Party Time),2,4,0.5,"{'N64 Koopa Troopa Beach R', '3DS Toad Circuit T', 'SNES Mario Circuit 1R/T', 'SNES Choco Island 2R/T'}"
162,10,Funky Kong,2,4,0.5,"{'3DS Neo Bowser City', 'SNES Vanilla Lake 1T', '3DS Rock Rock Mountain T', '3DS Cheep Cheep Lagoon'}"
164,10,Peach (Vacation),2,4,0.5,"{'N64 Koopa Troopa Beach', 'N64 Koopa Troopa Beach T', '3DS Daisy Hills T', '3DS Cheep Cheep Lagoon R/T'}"
165,10,Rosalina (Aurora),2,4,0.5,"{'3DS Rainbow Road', 'N64 Frappe Snowland R', 'RMX Rainbow Road 1', 'RMX Rainbow Road 2R'}"
159,10,Baby Peach (Cherub),2,3,0.6666666666666666,"{'SNES Choco Island 2', 'SNES Choco Island 1R', 'SNES Choco Island 1T'}"
168,10,White Yoshi,2,3,0.6666666666666666,"{'RMX Choco Island 1R/T', 'N64 Royal Raceway R/T', '3DS Toad Circuit'}"
179,11,Shy Guy (Ninja),2,19,0.10526315789473684,"{'SNES Donut Plains 2T', 'DS Airship Fortress R', 'N64 Choco Mountain R', '3DS Shy Guy Bazaar T', 'Wii DK Summit T', 'N64 Kalimari Desert T', 'Wii DK Summit R', '3DS Neo Bowser City T', 'MKT Ninja Hideaway R', '3DS Neo Bowser City R', 'SNES Choco Island 2T', 'MKT Ninja Hideaway T', ""DS Luigi's Mansion"", 'N64 Frappe Snowland T', '3DS Shy Guy Bazaar R', 'RMX Choco Island 2T', 'MKT Ninja Hideaway', 'GBA Sunset Wilds', 'RMX Vanilla Lake 1'}"
172,11,Bowser (Santa),2,15,0.13333333333333333,"{'DS Waluigi Pinball T', 'N64 Royal Raceway', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain'}"
173,11,Dry Bones (Gold),2,15,0.13333333333333333,"{""GBA Bowser's Castle 2R/T"", 'SNES Koopa Troopa Beach 2', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", 'N64 Kalimari Desert 2R', 'SNES Rainbow Road R', '3DS Neo Bowser City R/T', '3DS Rainbow Road R/T', 'N64 Kalimari Desert 2', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', 'SNES Vanilla Lake 1R/T'}"
170,11,Mario (Hakama),2,12,0.16666666666666666,"{'SNES Mario Circuit 1', 'SNES Mario Circuit 3R', 'SNES Rainbow Road T', 'SNES Mario Circuit 1R', 'SNES Ghost Valley 1T', 'DS Waluigi Pinball', ""GBA Bowser's Castle 1T"", '3DS Mario Circuit T', 'SNES Mario Circuit 1T', 'DS Waluigi Pinball R', 'RMX Mario Circuit 1R/T', 'SNES Mario Circuit 2'}"
183,11,Peach (Explorer),2,7,0.2857142857142857,"{'GCN Dino Dino Jungle R', 'N64 Kalimari Desert', 'GCN Yoshi Circuit R', 'Wii DK Summit', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'GCN Dino Dino Jungle T'}"
171,11,Birdo (Black),2,6,0.3333333333333333,"{'GCN Yoshi Circuit', 'N64 Choco Mountain R/T', 'GBA Cheep-Cheep Island T', 'RMX Vanilla Lake 1T', 'RMX Choco Island 1T', 'MKT Ninja Hideaway R/T'}"
178,11,Funky Kong,2,5,0.4,"{'3DS Neo Bowser City', 'SNES Vanilla Lake 1T', '3DS Rock Rock Mountain T', 'RMX Choco Island 2R', '3DS Cheep Cheep Lagoon'}"
180,11,Peach (Vacation),2,5,0.4,"{'N64 Koopa Troopa Beach T', 'N64 Koopa Troopa Beach', 'N64 Royal Raceway R', '3DS Daisy Hills T', '3DS Cheep Cheep Lagoon R/T'}"
184,11,Penguin Luigi,2,5,0.4,"{""3DS Rosalina's Ice World T"", '3DS Mario Circuit R/T', ""DS Luigi's Mansion R"", '3DS Rock Rock Mountain', 'DS DK Pass R'}"
186,11,Daisy (Yukata),2,5,0.4,"{'3DS Daisy Hills R/T', 'N64 Kalimari Desert R', '3DS Daisy Hills', 'SNES Koopa Troopa Beach 2R', 'RMX Vanilla Lake 1R'}"
174,11,Wario (Cowboy),2,4,0.5,"{'MKT Merry Mountain T', ""DS Luigi's Mansion R/T"", 'SNES Donut Plains 1', 'RMX Choco Island 2'}"
176,11,Mario (Classic),2,4,0.5,"{'SNES Mario Circuit 2T', 'SNES Mario Circuit 2R', 'RMX Mario Circuit 1T', 'SNES Donut Plains 1T'}"
182,11,Rosalina (Aurora),2,4,0.5,"{'3DS Rainbow Road', 'N64 Frappe Snowland R', 'RMX Rainbow Road 1', 'RMX Rainbow Road 2R'}"
175,11,Baby Peach (Cherub),2,3,0.6666666666666666,"{'SNES Rainbow Road R/T', 'SNES Choco Island 1R', 'DS DK Pass T'}"
177,11,Toad (Party Time),2,3,0.6666666666666666,"{'N64 Koopa Troopa Beach R', 'SNES Mario Circuit 1R/T', 'SNES Choco Island 2R/T'}"
185,11,White Yoshi,2,3,0.6666666666666666,"{'SNES Mario Circuit 3T', 'RMX Choco Island 1R/T', 'N64 Royal Raceway R/T'}"
181,11,Nabbit,2,2,1.0,"{'N64 Choco Mountain', 'RMX Choco Island 1'}"
190,12,Dry Bones (Gold),2,17,0.11764705882352941,"{""GBA Bowser's Castle 2R/T"", 'SNES Ghost Valley 1R/T', 'RMX Rainbow Road 1R', ""GBA Bowser's Castle 1R/T"", ""GBA Bowser's Castle 1R"", 'N64 Kalimari Desert 2R', ""GBA Bowser's Castle 2"", ""GBA Bowser's Castle 1"", '3DS Neo Bowser City R/T', 'SNES Koopa Troopa Beach 2', '3DS Rainbow Road R/T', ""GBA Bowser's Castle 2T"", 'SNES Choco Island 1', 'SNES Ghost Valley 1', 'DS Airship Fortress R/T', 'SNES Rainbow Road', 'SNES Vanilla Lake 1R/T'}"
189,12,Bowser (Santa),2,16,0.125,"{'DS Waluigi Pinball T', 'N64 Royal Raceway', 'MKT Merry Mountain R', 'SNES Ghost Valley 1R', 'RMX Rainbow Road 1R/T', 'Wii Maple Treeway', 'SNES Vanilla Lake 1', 'Wii Maple Treeway T', 'SNES Vanilla Lake 1R', 'RMX Rainbow Road 2', 'N64 Frappe Snowland', 'GCN Dino Dino Jungle R/T', '3DS Shy Guy Bazaar R/T', '3DS Shy Guy Bazaar', '3DS Rainbow Road T', 'MKT Merry Mountain'}"
202,12,Mario (Sunshine),2,13,0.15384615384615385,"{'N64 Koopa Troopa Beach T', 'SNES Donut Plains 2T', 'SNES Choco Island 2R', 'N64 Koopa Troopa Beach', 'RMX Rainbow Road 1T', 'SNES Choco Island 2T', 'N64 Kalimari Desert 2T', 'RMX Mario Circuit 1T', '3DS Cheep Cheep Lagoon R/T', 'RMX Rainbow Road 2T', 'RMX Mario Circuit 1R/T', 'N64 Choco Mountain T', 'RMX Choco Island 1T'}"
199,12,Peach (Explorer),2,9,0.2222222222222222,"{'GCN Dino Dino Jungle R', 'N64 Kalimari Desert', 'GCN Dino Dino Jungle T', 'Wii DK Summit', 'GBA Sunset Wilds', 'GBA Cheep-Cheep Island', 'N64 Kalimari Desert R/T', 'RMX Vanilla Lake 1', 'GCN Yoshi Circuit R'}"
192,12,Daisy (Yukata),2,8,0.25,"{'N64 Koopa Troopa Beach R/T', 'N64 Kalimari Desert R', '3DS Daisy Hills', 'SNES Koopa Troopa Beach 2R', 'MKT Ninja Hideaway T', 'RMX Vanilla Lake 1R', 'MKT Ninja Hideaway R', '3DS Shy Guy Bazaar R'}"
188,12,Birdo (Black),2,7,0.2857142857142857,"{'GCN Yoshi Circuit', 'N64 Choco Mountain R/T', 'GBA Cheep-Cheep Island T', 'MKT Ninja Hideaway R/T', 'GBA Sunset Wilds R', 'RMX Vanilla Lake 1T', ""3DS Rosalina's Ice World R""}"
191,12,Wario (Cowboy),2,7,0.2857142857142857,"{'3DS Neo Bowser City R', 'DS Airship Fortress T', 'RMX Choco Island 2', 'MKT Ninja Hideaway', ""DS Luigi's Mansion R/T"", 'MKT Merry Mountain T', ""DS Luigi's Mansion T""}"
193,12,Baby Peach (Cherub),2,5,0.4,"{'GCN Yoshi Circuit R/T', 'SNES Choco Island 1R', 'N64 Frappe Snowland R/T', 'SNES Mario Circuit 2R/T', 'DS DK Pass T'}"
194,12,Funky Kong,2,5,0.4,"{'3DS Cheep Cheep Lagoon R', 'SNES Vanilla Lake 1T', '3DS Rock Rock Mountain T', 'RMX Choco Island 2R', '3DS Neo Bowser City T'}"
